dzo_to_eng,eng_to_dzo
"The roads were already being moved around with trees from the ground to keep them stable, but it was understood that every plate of steel laid on the floor would make it even stronger.",ཀོརསི་ཊི་ཚུ་ ས་གོ་ནང་བཞག་ནིའི་དོན་ལུ་ཧ་སག་སྦེ་ ངོ་སྤྲོད་འབད་ནུག། ཨ་ཙི་ཅིག་གིས་ཨིན་རུང་ ས་གོ་ཚུ་ཐོག་ཁར་ལྕགས་ཀྱི་ཐིག་ཅིག་ཡོད་པ་ཅིན་ དཀརཔོ་སི་ཊི་ཚུ་གནམ་མེད་ས་མེད་ཕན་ཐོགས་ཅན་འོང་ཟེར་ཧ་གོ་ནུག།
"Laying the scales like this would have become commonplace, but it would have made the wooden bicycle faster.",ཨ་ནཱི་འདི་སྤྱིར་བཏང་གི་སྦྱང་བ་ཅིག་ལུ་འགྱུར་ནུག་ དེ་འབདཝ་ད་ལྕགས་ཀྱིས་ཤིང་རྟ་འཁོར་ལོ་ཚུ་གི་ཤིང་གི་འཁོར་ལོ་ཚུ་གནམ་མེད་ས་མེད་འཚུད་འགྱོ་བཅུག་ནུག།
"Eventually, wooden wheels were replaced with steel wheels, and in 1767 the first iron railways appeared.",མཐའ་མཇུག་ལུ་ ཤིང་གི་འཁོར་ལོ་ཚུ་ལྕགས་ཀྱི་འཁོར་ལོ་གིས་ཚབ་སྦེ་བཙུགས་ནུག། སྤྱི་ལོ་༡༧༦༧ ལུ་ལྕགས་ཀྱི་འཁོར་ལོ་ཚུ་འགོ་བཙུགས་ནུག།
"The first human migration began on foot, and humans began to do so 2 million years ago, after the start of the Homo erectus (K.K.).",འགྲོ་འགྲུལ་འགོ་དང་པ་ཤེས་མི་འདི་ལམ་འགྱོ་ནི་འདི་ཨིན་ མི་གིས་ལོ་ས་ཡ་གཉིས་གྱི་ཧེ་མ་ཧོ་མོ་ཨེ་རེ་ཀཊོས་ (མི་དྲང་སྟེ་སྡོད་ནི་ཟེར་བའི་དོན་དག་) ཐོན་པའི་བསྒང་ལས་ལམ་འགྱོ་བཞིན་འགྱོ་ནི་འགོ་བཙུགས་ནུག།
"Their ancestor, Astelopithecus, stood up and walked with a cake.",ཁོང་གི་སྔོན་མ་ཨོས་ཊི་ལོ་པི་ཊེག་སི་གིས་ཨ་རྟག་བཟུམ་སྦེ་ཡར་ལོང་སྟེ་ལམ་འགྱོ་ནི་མེད།
"Two-legged walking was found in the Astelopectic fossil between 4.2 and 39 million years ago, but the Cylanthropus seems to have moved on two legs 7 million years ago.",བི་པི་ཌལ་དམིགས་བསལ་གྱི་རིགས་ཚུ་ལོ་ས་ཡ་ ༤.༢-༣.༩ གི་ཨོས་ཊ་ལོ་པི་ཊེག་སི་གི་གཏུམ་རྡོ་བཤུད་ནང་མཐོང་ཡོདཔ་ཨིན་དེ་འབདཝ་ད་ས་ཧེ་ལན་ཊོརོ་པཱས་ལོ་ས་ཡ་བདུན་གྱི་ཧེ་མ་ཡང་རྐང་གཉིས་ཀྱི་ཐོག་ལུ་ལམ་འགྱོ་རུང་འོང་།
We can be more environmentally friendly and become more active in environmental action and ultimately reduce the risks.,ང་བཅས་ཀྱིས་གནས་སྟངས་དང་མཐུན་ཏོག་ཏོ་སྦེ་སྡོད་ནི་འགོ་བཙུགས་ཚུགས་ནི་ རང་བཞིན་གནས་སྟངས་ཀྱི་སྤུ་འཛོལ་ནང་འཛུལ་ཚུགས་ནི་ དེ་ལས་ང་བཅས་ཚུ་མ་འོངས་པའི་སྡུག་བསྔལ་ཚུ་གནས་ཚད་ཅིག་ནང་མར་ཕབ་འབད་ནིའི་དོན་ལུ་དོན་རྐྱེན་ཅན་ཡང་འབད་ཚུགས།
"It's just like treating a disease when it comes to it, but if we need more than just a temporary solution, we need to get rid of it if we understand what's causing the accident.",འ་ནཱི་འདི་གནད་དོན་ལེ་ཤ་ཅིག་ནང་ནད་རྟགས་ཀྱི་སྨན་བཅོས་བཟུམ་ཅིག་ཨིན་མས། ཨིན་རུང་ ག་དེམ་ཅིག་སྦེ་ང་བཅས་ཚུ་ གནས་སྐབས་ཀྱི་ཐབས་ལམ་རྐྱངམ་གཅིག་དགོ་པ་ཅིན་ ང་བཅས་ཀྱིས་དཀའ་ངལ་གྱི་རྩ་བ་འཚོལ་ཞིནམ་ལས་ འདི་ཚུ་བཀག་བཞག་དགོ།
"Although human achievement in science and technology has led to global change, the growing population and the widespread use of human resources have created more problems.",འཛམ་གླིང་འདི་མི་རྒྱུད་ཀྱི་ཚན་རིག་དང་འཕྲུལ་རིག་གི་གོང་འཕེལ་གྱི་དོན་ལས་ལེ་ཤ་ཅིག་ར་འགྱུར་བཅོས་འགྱོ་ཡོདཔ་དང་མི་རློབས་མངམ་དང་མི་རྒྱུད་ཀྱི་མི་ཚེ་སྤྱོད་ལམ་འདོད་ཅན་གྱི་དོན་ལས་དཀའ་ངལ་ཚུ་སྦོམ་འགྱོ་མི་འདི་གསལ་ཏོག་ཏོ་འདུག།
"After the Congress passed on July 4, Congress President John Hancock and Secretary Charlie Thomson sent the signed manuscript to John S. Lap's publishing house.",སྤྱི་ཟླ་བདུན་པའི་སྤྱི་ཚེས་༤ ལུ་སྤྱི་འཐུས་ཀྱིས་ལག་བྲིས་ཀྱི་བཟོ་འཆར་འདི་ལག་ལེན་གྱི་དོན་ལུ་སྤྱི་འཐུས་ཀྱི་སྲིད་འཛིན་ཇཱོན་ཧེན་ཀོཀ་དང་དྲུང་ཡིག་ཅཱར་ལསི་ཊོམསོན་གྱི་མིང་རྟགས་བཀོད་ཞིནམ་ལས་འདི་ཁྱིམ་གྱི་ཟུར་དག་པ་ཅིག་གི་ས་ཁར་ཇཱོན་ཌཱན་ལེཔ་གི་དཔེ་སྐྲུན་ཁང་ལུ་བཏང་ནུག།
"One night, between 150 and 200 copies of the manuscript were planted, what is now known as the Dunlap Port Site.",ཕྱི་རུ་གི་རིང་ལུ་འདྲ་བཤུས་ ༡༥༠ དང་ ༢༠༠ གི་བར་ན་བཟོ་ནུག། ད་འདི་ ཌན་ལེཔ་བོཌསི་ཌེསི་ཟེར་མི་འདི་ཨིན།
The document was read in public for the first time on July 8 by John Nixon in the lobby of Independence Hall.,ཡིག་ཆ་འདི་སྤྱི་ཟླ་བདུན་པའི་སྤྱི་ཚེས་༨ ལུ་སྤྱི་ཡོངས་ཀྱི་འགོ་ཐོག་གི་ལྷག་ཐངས་འདི་ཇཱོན་ནིཀ་སཱན་གྱིས་རང་དབང་ཚོགས་ཁང་གི་སྒོ་ར་སྒོ་ནང་འབད་ནུག།
A copy sent to George Washington on July 6 was read in front of his troops on July 9. A copy was also delivered to London on August 10.,གཅིག་འདི་ཇོ་རེཇ་ཝསིང་ཊོན་ལུ་སྤྱི་ཟླ་བདུན་པའི་སྤྱི་ཚེས་༦ ལུ་བཏང་ཡོདཔ་དང་ཁོ་གིས་འདི་ཁོ་གི་དམག་མི་ཚུ་ལུ་ ནིའུ་ཡོརཀ་ལུ་སྤྱི་ཟླ་བདུན་པའི་སྤྱི་ཚེས་༩ ལུ་ལྷག་བཅུག་ནུག། དཔེ་དེབ་འདི་ལཱན་ཌོན་ལུ་སྤྱི་ཟླ་བརྒྱད་པའི་སྤྱི་ཚེས་༡༠ ལུ་ལྷོད་ནུག།
"The 25-page Dunbleport site is one of the oldest documents still in existence, but the original handwritten document is missing.",ཌན་ལེཔ་གི་རྒྱ་ཚད་༢༥ ད་ལྟོ་ཡང་ཡོད་པའི་ཤེས་མི་འདི་ཡིག་ཆ་འདི་གི་ལྷག་ལུས་ཡོད་པའི་འདྲ་བཤུས་རྙིངམ་ཨིན། ངོ་མ་ལག་བྲིས་ཀྱི་འདྲ་བཤུས་འདི་མ་ལྷག་པས།
"Today, many paleontologists believe that a dinosaur group still exists today, which we call the bird.",ད་རེས་ནངས་པའི་རྡོ་རྗེའི་རིགས་མཁས་མཆོག་མང་ཤོས་ཅིག་གིས་ ཌའི་ནོ་སུར་གྱི་སྡེ་ཚན་གཅིག་མ་ཤི་བར་ད་རིས་གསོན་པོ་སྦེ་ཡོད་ཟེར་ཡིད་ཆེས་བསྐྱེདཔ་མས། ང་བཅས་ཀྱིས་ཁོང་ལུ་བྱ་ཟེར་སླབ་ཨིན།
Many people don't think that a bird is a dinosaur because it has wings and can fly.,མི་མང་ཤོས་ཀྱིས་ཁོང་ཚུ་པགས་ཀོ་ཡོད་མི་དང་འཕུར་ཚུགས་མི་ལུ་བརྟེན་ཏེ་ཁོང་ཚུ་ཌའི་ནོ་སའུར་སྦེ་མནོ་བསམ་མི་གཏང་པས།
"However, the bird has many features that look similar to dinosaurs.",དེ་འབདཝ་ད་བྱ་ཚུ་གི་སྐོར་ལས་ ད་ལྟོ་ཡང་ ཌའི་ནོ་སའོར་བཟུམ་མཐོང་མི་ལེ་ཤ་འདུག།
They have skins and twigs on their feet and they can lay eggs and walk on their feet like a turkey.,ཁོང་ལུ་རྐངམ་ཚུ་ཐིག་ལེ་དང་སེན་མོ་ཚུ་ཡོདཔ་དང་ ཁོང་གིས་སྒོང་རྡོག་བཙུགས་ཏེ་ ཁོང་རའི་རྐངམ་རྒྱབ་ཕྱོགས་གཉིས་གུ་ཊི་རེ་ཀེསི་བཟུམ་སྦེ་ལམ་འགྱོ་མས།
Every computer in use today is based on information written on a binary.,ད་རེས་ལག་ལེན་འཐབ་མི་གློག་རིག་ག་ར་ནང་གནས་ཚུལ་ལག་ལེན་འཐབ་སྟེ་ཡོད་པའི་གཞི་རྟེན་འདི་ཨང་གྲངས་གཉིས་ཅན་གྱི་བཟོ་རྣམ་ནང་ཨང་གྲངས་བཀོད་ནུག།
"A binary intermediate is a numeric value, or a number, that is 1, called a binary digits or a bid in computer jargon.",གློག་རིག་གི་ཚིག་ཚིག་ལག་ལེན་འཐབ་ནི་གི་དོན་ལུ་ ཨང་གྲངས་གཉིས་ཅན་ལུ་ གནས་གོང་གཉིས་ལས་གཅིག་རྐྱངམ་གཅིག་ཡོད་སྲིད་ནི་ འདི་ནི ༠ དང་ ༡ འདི་ཨིན། དེ་ལས་ཨ་ནཱི་ཨང་གྲངས་ཚུ་ གློག་རིག་གི་ཚིག་ཚིག་ལག་ལེན་འཐབ་ནི་གི་དོན་ལུ་ ཌའི་ཇི་དང་ཡང་ན་ བི་ཊ་ཟེར་སླབ་ཨིན།
The presence of venom inside is not immediately recognizable; the presence of symptoms such as mouth ulcers indicates that the disease cannot be immediately identified.,ནང་འཁོད་གི་དུག་འདི་འཕྲལ་འཕྲལ་ར་གསལ་ཏོག་ཏོ་མི་འོང་ནི་མས། མཆོང་ལོག་བཟུམ་གི་རྟགས་མཚན་ཚུ་འཕྲལ་འཕྲལ་ར་སྨན་བཅོས་འབད་མི་ཚུགས་པའི་ཚད་ལས་སྤྱིར་བཏང་ཨིན།
The presence of poison inside can be understood either by the presence of a non-toxic paint brush or by the presence of toxic ingredients in the home.,ནང་འཁོད་དུག་གི་རྟགས་མཚན་དྲག་ཤོས་འདི་སྨན་དང་ཁྱིམ་ནང་གི་དུག་ཅན་གྱི་རྫས་རྫས་ཚུ་ཕྱེ་ཡོད་པའི་སྣོད་ཅིག་ནང་སྡོད་འོང་།
See the list of recommended antibiotics for a single toxin.,དེ་དམིགས་བསལ་གི་དུག་གི་དོན་ལུ་དམིགས་བསལ་གྱི་སྨན་བཅོས་ཀྱི་བསླབ་བྱ་གི་དོན་ལུ་མིང་རྟགས་འདི་དཔྱད་འབད།
